"","id","title","topics"
"558",50407,"Math & Computer Science Club by Harbour.Space University",16
"559",50396,"Видеокурс ""Построение бизнес-процессов для экопредпринимателей""",20
"560",50394,"Русский язык как иностранный для специальных целей",9
"561",50389,"Введение в методологию историко-правовых исследований",24
"562",46122,"Некоторые элементы олимпиадной подготовки по математике",19
"563",45883,"ЕГЭ Информатика 2018",18
"564",50356,"Институт мировой юстиции",6
"565",50352,"Нейронные сети и компьютерное зрение",28
"566",50341,"LaunchCode's Discovery @ Community College Prep",27
"567",50305,"Подготовительный курс по машинному обучению ",15
"568",50288,"Китайские иероглифы",16
"569",50282,"Introductory Kotlin workshop for programmers",8
"570",50259," Advanced nanomaterials science  (Nanomagnetism fundamentals)",11
"571",23355,"Школа городских изменений ZMENA. Дополнительный курс",1
"572",50224,"Введение в грамматику испанского языка",25
"573",50185,"Практические работы по английскому языку",14
"574",50169,"Программирование Python. Информатика ОГЭ, ЕГЭ, олимпиады.",29
"575",50140,"Основы геологии",30
"576",50138,"Юриспруденция для не-Юристов",6
"577",50129,"BIM Planet No1. Знакомство с Dynamo (полный курс Динамо)",12
"578",50115,"Контроль качества биотехнологических препаратов",26
"579",50094,"Introduction to Computer Science",8
"580",23351,"Русский язык. 10 класс",9
"581",50077,"Международное уголовное право ",6
"582",50042,"Russia, China and the U.S. in the Asia-Pacific Region",11
"583",50024,"Как подготовиться к ЕГЭ по физике",13
"584",50023,"Как (не) обанкротить фирму за 20 дней ",22
"585",49948,"Программирование на Python",23
"586",49942,"""Безопасность в сети Интернет""",28
"587",49858,"Тренировочные варианты ЕГЭ по математике",18
"588",49750,"Прогрессии. Задачник-тренажёр ОГЭ.",18
"589",49746,"Создание игр с помощью Kodu Game Lab",12
"590",49666,"English for law students ",11
"591",49646,"Документирование профессиональной деятельности",3
"592",49643,"Основы биофармации",22
"593",49565,"Наноструктурные средства доставки лекарственных веществ",27
"594",23194,"Література другої половини XXст.",24
"595",49555,"Cовременные практики бирюзового управления",19
"596",49433,"Олимпиадный прорыв",19
"597",49181,"Introduction to programming with dependent types in Scala (2019)",16
"598",49169,"Китайский язык для чайников (HSK 1)",1
"599",49101,"Польский язык. Часть 3 (B1). Inne części mowy",20
"600",48985,"How to Do Business with Russians",2
"601",48813,"Проще говоря. Ежедневный банкинг и финансы",19
"602",48755,"Русский язык и культура речи",9
"603",48732,"Импульс тела и закон сохранения импульса",14
"604",48679,"Математическая логика и теория алгоритмов",28
"605",48615,"Physics",11
"606",48612,"Basic Life Support and Automated External Defibrillation",18
"607",48610,"Introduction to Vladivostok",16
"608",48425,"English for 1C People",11
"609",48294,"Введение в дизайн-мышление",19
"610",48228,"KWU KUMITE REFEREEING RULES",8
"611",47952,"Физическая культура",12
"612",47828,"Основы поисковой оптимизации (SEO). Факторы ранжирования сайтов",23
"613",47563,"Введение в профессию адвоката",17
"614",47483,"Маркетинг",27
"615",47479,"Биология. Химия. (10-11 кл.)",30
"616",47362,"Artur Gorczyński - Intro to Python",16
"617",47207,"Brainly - Python",4
"618",46793,"ЕГЭ Информатика 2018: Программирование",18
"619",46792,"ЕГЭ Информатика 2018: Элементы теории алгоритмов",18
"620",46789,"ЕГЭ Информатика 2018: Моделирование и компьютерный эксперимент",18
"621",43615,"Bioinformatics Contest 2019",8
"622",46778,"ЕГЭ Информатика 2018: Логика",18
"623",46775,"Узнай философа",5
"624",46745,"Python Skills for Handling Biological Data",8
"625",46740,"ЕГЭ Информатика 2018: Информация и её кодирование",18
"626",46736,"ЕГЭ Информатика 2018: Системы счисления",18
"627",46678,"Математика СД-2",18
"628",46675,"Словосочетание",9
"629",46671,"Правила соревнований KWU (кумитэ)",5
"630",46451,"Математика СД-1",18
"631",46421,"INF101: Einführung in die Informatik (WS2018)",2
"632",38218,"Веб-разработка для начинающих: HTML и CSS",27
"633",38207,"ЛЭТИ матанализ 1 семестр ИДЗ №1",14
"634",37363,"INF105: Informatik und Gesellschaft",11
"635",36403,"Польский язык. Часть 2 (А2). Czas na czasownik",20
"636",35480,"Основы экономики для школьников",17
"637",33949,"Разработка на платформе Java",11
"638",33397,"Coursera Mentor Guide",10
"639",32065,"Самостоятельная работа в курсе ""Общая экология""",24
"640",29755,"Теория физической культуры",9
"641",31893,"Социальное проектирование в НКО",1
"642",31891,"Как учиться эффективно. Цикл Колба",19
"643",31303,"Аспекты рационального применения лекарственных средств",10
"644",31182,"Введение в Python (7-8 классы)",23
"645",30576,"Числа и вычисления. Задачник-тренажёр ОГЭ.",18
"646",30411,"Макроэкономическое планирование и прогнозирование (МЭПП)",13
"647",29754,"Благопредприниматель",17
"648",29577,"Методы планирования эксперимента",28
"649",29467,"Решение инженерных кейсов",29
"650",28995,"Искусство аддитивных технологий (3D-печать/3D-printing)",7
"651",28608,"#спасибочтоделишься: курс для координаторов Тотального диктанта ",7
"652",27933,"Инстаграм марафон",12
"653",27475,"Школа юных добровольцев",30
"654",27275,"Программа обучения по охране труда медицинского персонала",3
"655",25686,"Информатика, 10 класс",29
"656",25439,"Задачи повышенной сложности по математике для старшеклассников",19
"657",25006,"Программа обучения и проверки знаний по охране труда ",3
"658",24913,"Польский язык. Основы (А1). Быстрое обучение чтению",20
"659",24660,"Introduction to Plasmonics",11
"660",24389,"Олимпиада НТИ 2018-2019. Демо-этап.",29
"661",23357,"Основы технологического предпринимательства",5
"662",24385,"PROкачай ЭКОлайф",28
"663",24303,"Шахматы. Основы для начинающих",23
"664",24055,"Школа зооволонтёра",6
"665",23544,"Problem Solving with Programming 2018",8
"666",23444,"Профайлинг. Как читать людей?",17
"667",22402,"ЕГЭ по математике: экономическая задача",18
"668",21476,"История",24
"669",21115,"Обществознание",26
"670",20886,"ГО и ЧС",4
"671",20403,"AtomicKotlin",11
"672",19258,"История России в документах",6
"673",19059,"ЕГЭ по базовой математике",18
"674",18132,"Просто о МодульКассе",20
"675",17869,"ЕГЭ и ОГЭ по математике: текстовая задача",18
"676",17868,"Работа с местным сообществом для активистов и НКО",5
"677",17830,"Гибкое мышление",22
"678",16937,"Подготовка к аккредитации LEED GA / AP",4
"679",16657,"Сравнительное Программирование (Delphi - C++ - Java - Prolog)",28
"680",15578,"English for Sales and Purchasing",11
"681",16640,"Создание Web-сервисов на Python",27
"682",16639,"ООП и паттерны проектирования в Python",23
"683",16638,"Погружение в Python",21
"684",16478,"Тестирование ПО: подготовка к сертификации ISTQB Foundation",6
"685",16423,"TechSpark Companion Course",11
"686",16245,"Знакомство с программированием (учебная среда ChipDrawing)",17
"687",16244,"Программное обеспечение компьютерных сетей",20
"688",16243,"Введение в Scala",21
"689",16099,"Пожарно-технический минимум",22
"690",15833,"Работа в СДО Moodle. Роль ""Студент""",19
"691",15802,"Облачные приложения для начинающих",21
"692",15697,"Задачи Олимпиады НТИ (2017-2018гг)",29
"693",15479,"Fundamentals of Software Testing",11
"694",14990,"AGILE. Вводный курс",2
"695",14905,"Безопасность АСУ ТП. Вводный курс",22
"696",14553,"PowerPoint",27
"697",13929,"Hexlet: Введение в программирование (JavaScript ES6)",21
"698",13222,"Первая помощь при остановке сердца (базовая реанимация)",14
"699",11811,"История философии",24
"700",11646,"Биология",30
"701",11488,"Основы теории информации",20
"702",8362,"CS 2263-System Software Development - Intermediate C Programming",8
"703",11263,"Основы логики. Курс для школьников 7-11",23
"704",11136,"Работы на высоте",10
"705",11005,"Азы музыкальной теории. Ноты и их запись",19
"706",10829,"Информатика",27
"707",10524,"Как писать научные статьи",13
"708",10498,"Летняя Java школа",12
"709",10425,"JIRA: ведение задач на электронных досках",20
"710",10404,"Школа городских изменений ZMENA. Основной курс",1
"711",10091,"Диагностирование и ремонт силовых агрегатов транспортных средств",3
"712",10083,"Охрана труда",22
"713",9999,"Русский язык (5 класс)",25
"714",9995,"Основы Программирования [Java]",7
"715",9976,"Финансовая математика: кредиты и вклады",18
"716",9737,"ЕГЭ по математике: первая часть",18
"717",9446,"GoTo_Test_Summer 2018",4
"718",9424,"English Grammar for 1C People",11
"719",9200,"Базовый курс по вычислительной геометрии",14
"720",9182,"Генетика и геномика популяций",13
"721",9180,"Молекулярная биология клетки",30
"722",8971,"Программирование в КУМИРе",19
"723",8952,"ЕГЭ по математике: координатно-векторный метод",18
"724",7369,"Сайт своими руками за 5 дней",27
"725",8761,"КОСМОС ЗОВЁТ !",1
"726",8708,"Никогда не пиши «ни когда». Онлайн-курс Тотального диктанта",5
"727",8571,"Программируем на Scratch",17
"728",8508,"Теория, методология и философия истории",24
"729",8429,"Основы продвижения книги",22
"730",8290,"ЕГЭ Информатика 2018",18
"731",8278,"Подготовка к квалэкзамену: «Оценка недвижимости»",25
"732",8146,"Алгоритмы и структуры данных",10
"733",8141,"Обособленные члены предложения",9
"734",8092,"Секвенирование 3-го поколения на Oxford Nanopore",14
"735",6891,"English for International Projects",17
"736",8057,"Машинное обучение",7
"737",7798,"Подготовка к ЕГЭ по русскому языку",27
"738",7519,"Успешная региональная благотворительность: кухня Добрых городов",17
"739",7502,"Пробный тест для подготовки к Дистанционной олимпиаде 2018 г.",17
"740",7412,"Управление транспортно-логистическими проектами",30
"741",6864,"Java. Classes",8
"742",7353,"Однострочники UNIX: идиомы awk, опции POSIX-utils + полезняшки",4
"743",7260,"Государственная гражданская служба в Российской Федерации ",3
"744",7215,"Алгоритмизация. Программирование. Python 3 для школьников 5-10кл",23
"745",7186,"Вакцинопрофилактика пневмококковой инфекции",14
"746",7185,"Эпидемиологические особенности пневмококковой инфекции",14
"747",7012,"Управление знаниями",15
"748",6858,"Java. Introduction",8
"749",6699,"Основы клинического использования антибиотиков",10
"750",6673,"6 Introduction to Python",16
"751",6667,"Философия",24
"752",6660,"Методика судейства и концепция состязаний ВРО 2018",17
"753",6641,"Информатика, 9¾ класс",25
"754",6574,"Арифметические действия с обыкновенными дробями ",5
"755",6536,"Контент Менеджмент ",1
"756",6523,"Электробезопасность",16
"757",5842,"Содействие международному развитию: теория и практика",30
"758",6515,"Деловой английский (Upper-Intermediate)",15
"759",6421,"Биология. Химия. (8-9 кл.)",30
"760",6405,"Мобильная реклама в Facebook",21
"761",6383,"Английский для международных автомобильных перевозок",30
"762",6376,"""Вкусный"" Английский",14
"763",6315,"English vocabulary (Full)",11
"764",6312,"English vocabulary (pro)",11
"765",4907,"Введение в гидропонику",21
"766",6303,"Деловой английский (Intermediate)",15
"767",6283,"Молекулярная физика и термодинамика",19
"768",6243,"English vocabulary (medium)",8
"769",6097,"Томография: увидеть невидимое",26
"770",6095,"Сам себе логист. Развиваем предпринимательское мышление",20
"771",5917,"SMM - менеджмент",22
"772",5779,"Онлайн-технологии в обучении",20
"773",5706,"Подготовка к ЕГЭ по Обществознанию.",26
"774",5703,"Разработка мобильных приложений для Android",21
"775",5645,"British History and Culture",11
"776",5608,"Теория графов",18
"777",5599,"Основы языка Pascal",21
"778",5582,"Английский для биологов",14
"779",5482,"Основы программирования",19
"780",5448,"Введение в Kotlin JVM",21
"781",5444,"Эффективное проектирование в ACAD",23
"782",5423,"Российская империя и русский национализм",13
"783",5420,"Английский по песням",14
"784",5398,"Кодирование и системы счисления",28
"785",5352,"Неравенства",18
"786",5304,"Управление проектами в медицинской организации",3
"787",5287,"Персонализированная медицина",30
"788",5284,"Информация о лекарственных средствах для пациента",10
"789",5207,"Создание курса на Stepik",21
"790",5098,"Курс повседневного английского (Intermediate)",5
"791",4940,"Линейная алгебра и геометрия. Часть 2: векторная алгебра",10
"792",4938,"Уравнения",18
"793",4930,"Principles of Regenerative Medicine",18
"794",4929,"Regenerative Medicine and Tissue Engineering",18
"795",4908,"Тренажер трансформации родительских страхов. Часть 1",17
"796",4900,"Задачи для изучения языка Kotlin осенью 2019-го и зимой 2020-го",27
"797",4859,"Fundamentals of General Chemistry",29
"798",4852,"Введение в Data Science и машинное обучение",7
"799",4848,"ЕГЭ по английскому языку 2018",25
"800",4846,"Электронное здравоохранение (eHealth). Основные понятия",3
"801",4794,"Подготовка к экзамену IELTS",5
"802",4792,"Разработка Android-приложений на Kotlin",21
"803",4844,"Регенеративная медицина и тканевая инженерия",26
"804",4843,"Основы регенеративной медицины",26
"805",4836,"Молекулярная генетика в онкологии",30
"806",4823,"Курс «Руководитель отдела холодных продаж»",19
"807",4785,"МедиаГИД",11
"808",4782,"Курс повседневного английского (Upper-Intermediate)",5
"809",4767,"Оказание первой доврачебной помощи",3
"810",4655,"Мужчина и женщина в современном мире",24
"811",4603,"Математика для олимпиад по программированию",29
"812",4598,"Логика",28
"813",4594,"Риторика",20
"814",4566,"VR-интенсив",21
"815",4556,"подготовка к ЕГЭ по информатике",18
"816",4519,"Python для решения практических задач",7
"817",4484,"Проектное моделирование научных исследований",3
"818",762,"Основы Linux",7
"819",4471,"Теория аргументации",25
"820",4464,"Использование онлайн-курсов для непрерывного самообучения",20
"821",4396,"HSE Data Science Minor: 3 курс, 2017",26
"822",4378,"Финансовая грамотность",17
"823",4377,"Bioinformatics Contest 2018",8
"824",4350,"Основы интернет-маркетинга",27
"825",4310,"Уроки истории в школе",25
"826",4307,"Основы Google Рекламы",27
"827",4271,"Трехмерное моделирование ",10
"828",4261,"LaunchCode's Discovery",27
"829",4232,"Создание инфографики",5
"830",4231,"Финансовая грамотность для школьников",17
"831",4161,"Программирование на С++ кадетский корпус (школа ИТ)",25
"832",4143,"Программирование на C#",1
"833",4113,"Криптография и способы защиты информации",20
"834",4087,"Документация про типы шагов на Stepik",21
"835",3944,"Проектирование на C#",19
"836",3938,"Введение в программирование (практика)",7
"837",3686,"INF101: Einführung in die Informatik",2
"838",3623,"Астрономия ВНГ",4
"839",3616,"Основы робототехники ВНГ",4
"840",3606,"Decentralized Applications on Ethereum platform",8
"841",3598,"Подготовка к Олимпиаде НТИ (на основе задач 2016/17 года)",29
"842",3594,"Углубленная и олимпиадная физика",19
"843",3554,"Полезные функции Excel",10
"844",3538,"Риск-ориентированный подход в КНД",6
"845",3487,"Корпоративный фандрайзинг для НКО",1
"846",3468,"Публичная дипломатия США",12
"847",3432,"JavaScript for Beginners",8
"848",3410,"Жить в России: курс социально-правовой адаптации ",6
"849",3356,"Практикум по математике и Python",23
"850",3352,"Программирование на Pascal",12
"851",3346,"Задачи по физике ВНГ",4
"852",3320,"GoTo Camp Test 2017",4
"853",3150,"TOEFL vocabulary",8
"854",3278,"Многопоточность в iOS (Swift)",21
"855",3275,"Data Structures (University of Puerto Rico)",18
"856",3248,"Квантовые вычисления",15
"857",3209,"Теория вероятностей – наука о случайности. Часть 2",18
"858",2119,"Конструирование космической техники",28
"859",3206,"Программирование на языке C++ (продолжение)",7
"860",3203,"Погружение в СУБД. Сезон 2017.",7
"861",3191,"Измерение, кодирование и обработка информации",23
"862",3179,"Как использовать Робота Веру в массовом подборе персонала?",19
"863",3174,"Семейное право",3
"864",3157,"Финансовая грамотность для НКО",1
"865",3149,"Common English Adjectives",8
"866",3145,"Основы Git",7
"867",3141,"Социальная история западноевропейской гравюры Старых Мастеров",19
"868",3128,"Задачи вступительных олимпиад физико-математических школ",19
"869",1676,"Начало работы с WPF. Visual Studio",21
"870",3124,"Common English Verbs",8
"871",3112,"Learning English with Skyeng words",8
"872",3094,"Язык программирования C++",16
"873",3089,"Теория вероятностей",10
"874",3078,"Основы программирования на C. Задачи.",29
"875",3067,"Adaptive GMAT Problem Solving",8
"876",3066,"Теория вероятностей",18
"877",3050,"Introduction to JavaScript and React",8
"878",2614,"Базы данных",7
"879",3039,"Введение в Perl",21
"880",3016,"Измерение информации",19
"881",3011,"Введение в робототехнику",22
"882",3005,"Электроника и схематехника аналоговых устройств",26
"883",2982,"""Направляющие системы связи""",30
"884",2911,"Теория вероятностей – наука о случайности",18
"885",2907,"Chemistry 12 grade",29
"886",2831,"Подготовка к ЕГЭ по информатике",18
"887",2795,"Математика 1",18
"888",2757,"История развития физики в России",24
"889",2645,"My pronunciation guide",8
"890",2621,"ОСНОВЫ Html & CSS  ",27
"891",2262,"Java. Collections",8
"892",2223,"JavaScript для начинающих",21
"893",2215,"Оптика",5
"894",2608,"Stepik Contest. Computer Science",8
"895",2607,"Stepik Contest. Data Science",8
"896",2606,"Stepik Contest. JavaScript",8
"897",2600,"Stepik Contest. Java",8
"898",2586,"Введение в нереляционные базы данных",7
"899",2557,"Введение в биоинформатику: метагеномика",13
"900",2552,"Олимпиадные задачи по математике (5 класс)",19
"901",2542,"Неорганическая химия: введение в химию элементов",18
"902",2521,"Java. Java concurrency",11
"903",2496,"Applied Computer Science. Docker",4
"904",2480,"General English for First-Year Students of Humanities",8
"905",2473,"JavaScript. Introduction for beginners",8
"906",2472,"Квантовая физика",26
"907",2407,"Data Science. Introduction to Julia",8
"908",2403,"Adaptive Java",8
"909",2376,"Основы управления проектами",3
"910",2347,"Подготовка к ОГЭ по информатике (интенсивный курс)",18
"911",2345,"Data Science. Effect sizes",2
"912",2341,"Введение в разработку приложений на Sailfish OS",21
"913",2336,"Обработка и анализ временных рядов",7
"914",2333,"Игротехника в образовании 21 века: курс для педагогов",12
"915",2297,"ECMAScript: arrays and objects as data containers",8
"916",2294,"ThCS. Introduction to programming with dependent types in Scala",16
"917",2285,"Вводный курс для биологов. Летняя школа по биоинформатике 2017",13
"918",2213,"Инженерия будущего",19
"919",2202,"Обеспечение качества сложных технических систем",3
"920",2174,"Олимпиада по программированию и информатике",19
"921",2159,"Applied Computer Science. Git",7
"922",2154,"Modeling and Simulation using R",8
"923",2152,"Основы статистики. Часть 3",7
"924",1591,"Класс Насекомые",19
"925",2096,"Поиск средств для НКО",1
"926",2088,"Principles of integrated and value-based healthcare",4
"927",2054,"Молекулярная филогенетика",30
"928",2041,"Методика судейства и концепция состязаний ВРО 2017",17
"929",2030,"Химия 10 класс",18
"930",2019,"Chemistry 11 Grade",29
"931",2009,"Экспресс-курс ""Управление проектами в MS-Project 2016""",19
"932",1925,"JavaScript. Node.js",8
"933",1911,"Разработка сайтов на HTML5/CSS3",27
"934",1906,"Adaptive GMAT Data Sufficiency Problems",22
"935",1891,"Java. Collections Framework.",11
"936",1888,"Информатика (5 класс)",18
"937",1884,"Подготовка к ОГЭ по информатике",18
"938",1878,"Анализ данных в Google Analytics",27
"939",1838,"ПДД",26
"940",1818,"Устойчивое развитие — стратегия планеты Земля",20
"941",1799,"Введение в метод молекулярной динамики",23
"942",1587,"Тренируй английский со Stepik",15
"943",1571,"Метод Монте-Карло (не закончен)",18
"944",1795,"Technical maintenance of aircraft  and aircraft engines",7
"945",1780,"Операционные системы",28
"946",1753,"Организация и обслуживание воздушных перевозок",12
"947",1725,"Наука для детей: наглядные опыты дома",17
"948",1709,"Data Science. Logistic Regression",4
"949",1677,"Техническая эксплуатация летательных аппаратов и двигателей",25
"950",1655,"Китайский язык",9
"951",1613,"Теоретическая информатика: сложность вычислений",7
"952",1612,"Управление вычислениями",15
"953",1611,"Теоретическая информатика: вычислимость",7
"954",1595,"Java. Functional programming",11
"955",1565,"Французский язык: Грамматический конструктор",10
"956",1564,"Латинский язык: Грамматический конструктор",10
"957",1497,"Python. Data type ",8
"958",1480,"Программирование на языке Python",23
"959",1452,"Курс для преподавателей Stepik",12
"960",1403,"HSE Data Science - 2",8
"961",1383,"Подготовка к ОГЭ по Обществознанию",26
"962",1378,"Классическая механика",26
"963",1296,"Подготовка к Олимпиаде НТИ (на основе задач 2015/16 года)",29
"964",1271,"Игротехника в образовании 21 века: курс для педагогов ",12
"965",1240,"Введение в базы данных",7
"966",1233,"Введение в обработку естественного языка",10
"967",1232,"Игрофикация",5
"968",1171,"Bioinformàtica UAB",11
"969",1142,"Введение в NGS. Часть 1",30
"970",1128,"Постановка задачи на разработку ПО",21
"971",1127,"Основы дискретной математики",10
"972",1039,"Что нужно знать о мебели, чтобы ее продавать.",1
"973",971,"Pokemon! Gotta Catch 'Em All",11
"974",957,"Биоинформатика и компьютерное конструирование лекарств",30
"975",951,"Уроки математики 5 класс",18
"976",945,"Bioinformatics Contest 2017",8
"977",902,"Введение в дискретную математику",18
"978",749,"Сопротивление материалов",26
"979",738,"Информационное моделирование зданий",21
"980",736,"Подготовка к ЕГЭ по обществознанию (интенсивный курс)",26
"981",735," Подготовка к ЕГЭ по математике (интенсивный курс)",26
"982",734,"Подготовка к ЕГЭ по русскому языку (интенсивный курс)",26
"983",733,"Подготовка к ЕГЭ по химии (интенсивный курс)",18
"984",724,"Анализ данных в R. Часть 2",7
"985",720,"Историческая антропология",24
"986",716,"Математический анализ (часть 1)",10
"987",714,"Третейское судопроизводство: новеллы, теория, практика.",15
"988",711,"Математический анализ (часть 2) ",10
"989",702,"Онлайн-школа ТД-2018",19
"990",701,"Introduction to Statistics",2
"991",693,"Функциональное программирование на языке Haskell (часть 2)",7
"992",549,"Введение в молекулярную биологию и биомедицину",26
"993",684,"Easy Way to Technical Writing",8
"994",672,"Подготовка к ЕГЭ по физике (интенсивный курс)",26
"995",657,"Путешествие по Транссибу со Stepik",16
"996",650,"Современная космонавтика",23
"997",579,"Data Structures",8
"998",578,"Научное мышление",1
"999",575,"Автоматизация тестирования с помощью Selenium и Python",7
"1000",567,"Диаграммная техника Фейнмана и другие диаграммные методы",19
"1001",566,"Тренажёр ЕГЭ 2016 / Математика. Базовый уровень",18
"1002",552,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",9
"1003",551,"Введение в базы данных",7
"1004",548,"Основы программирования для Linux",28
"1005",524,"Основы статистики. Часть 2",7
"1006",518,"Stepic Contest",19
"1007",512,"Python: основы и применение",19
"1008",502,"Russia's Gas Strategy",13
"1009",497,"Основы программирования на R",7
"1010",459,"Инновационное предпринимательство",5
"1011",458,"Как работает реактивный двигатель",25
"1012",457,"Самолетостроение",4
"1013",439,"Тренажёр ЕГЭ / Математика. Базовый уровень",18
"1014",432,"Введение в физику. Тепловые и электромагнитные явления",26
"1015",431,"Адаптивный тренажер Python",29
"1016",419,"Компьютерная графика: основы",14
"1017",401,"Нейронные сети",28
"1018",326,"Математическая статистика",25
"1019",253,"Введение в архитектуру ЭВМ. Элементы операционных систем.",28
"1020",217,"Алгоритмы: теория и практика. Методы",10
"1021",208,"Биржевые опционы: базовый курс",13
"1022",191,"Безопасность в интернете",27
"1023",187,"Java. Базовый курс",19
"1024",156,"Алгоритмы и структуры данных",10
"1025",155,"Физика. Теоретический минимум",26
"1026",154,"Web-технологии",27
"1027",153,"Углубленное программирование на C/C++",23
"1028",150,"Hadoop. Система для обработки больших объемов данных",7
"1029",149,"Многопоточное программирование на С/С++",13
"1030",146,"Разработка веб сервиса на Java (часть 1)",21
"1031",144,"Подготовительная программа по программированию на С/C++",23
"1032",132,"Политические процессы в современной России",26
"1033",131,"Развитие рационального интеллекта",25
"1034",129,"Анализ данных в R",7
"1035",127,"Анализ безопасности веб-проектов",1
"1036",126,"Основы теории графов",10
"1037",125,"Основы перечислительной комбинаторики",18
"1038",118,"Finding Hidden Messages in DNA (Bioinformatics I)",9
"1039",117,"StepCTF 2015",7
"1040",104,"Введение в теоретическую информатику",7
"1041",97,"Bioinformatics Algorithms (Part 2)",16
"1042",95,"Введение в математический анализ",10
"1043",94,"Биотехнологии: генная инженерия",30
"1044",91,"Ликбез по дискретной математике",10
"1045",88,"Управление интеллектуальной собственностью: основы для инженеров",10
"1046",85,"Базовый курс подготовки к ОГЭ по математике",18
"1047",84,"Компьютерная графика: основы",14
"1048",83,"Дискретные структуры",10
"1049",82,"Инвестиционный банкинг изнутри",15
"1050",81,"Журналистика и медиаграмотность",4
"1051",79,"Linear Algebra: Problems and Methods",15
"1052",76,"Основы статистики",7
"1053",75,"Функциональное программирование на языке Haskell",7
"1054",73,"Введение в Linux",28
"1055",70,"Молекулярная биология и генетика",30
"1056",1,"Epic Guide to Stepik",8
"1057",67,"Программирование на Python",19
"1058",63,"Алгоритмы и структуры данных",10
"1059",61,"Bioinformatics Algorithms",8
"1060",60,"Курс выживания в Санкт-Петербурге",13
"1061",51,"Археология фольклора: мифологические мотивы на карте мира",26
"1062",43,"City Design",16
"1063",7,"Программирование на языке C++",29
"1064",2,"Bioinformatics Algorithms",8
"1065",62912,"Аутизм. Начинаем работу. Часть 1.",25
"1066",71392,"Как создать стартап",5
"1067",69755,"Уроки по физической культуре для первых классов",12
"1068",68432,"Физическая культура. Начальное звено.",9
"1069",67245,"Программирование на Python: ""На старт, внимание, Code!""",29
"1070",64243,"Пресс-служба",22
"1071",50277,"BIM Planet No2. Погружение в IronPython и Revit API",29
"1072",70411,"SolidWorks, основы трёхмерного моделирования",10
"1073",68562,"Технология. Устройство и измерения штангенциркулем.",9
"1074",63274,"Правовая академия НКО",6
"1075",71738,"Психология саморазвития",1
"1076",67117,"Термодинамика и молекулярная физика",19
"1077",66683,"Физическая культура",12
"1078",64968,"""Поток..."" М. Чиксентмихайи. Изучаем книги библиотеки Сбербанка",13
"1079",63709,"Управление личными финансами",19
"1080",55971,"Базовый курс по структурам данных",19
"1081",60621,"Гербы стран мира",12
"1082",72003,"Copy of Информатика и ИКТ в профессиональной деятельности ",3
"1083",69186,"Our favourite English 1 (for first-year students)",17
"1084",66874,"Анализ аудитории для образовательных проектов",27
"1085",66848,"Литература (8 класс)",1
"1086",66101,"Краудфандинг в России и Мире. Полный курс",1
"1087",56495,"Марафон ""Соточка по русскому"": лексика и работа с текстом",16
"1088",69694,"Защищенный договор: блокчейн-программирование и смарт-контракты",10
"1089",69935,"ЗАЧЁТ ПО ОРГАНИЧЕСКОЙ ХИМИИ",18
"1090",67563," Изучаем тело как иностранный язык",14
"1091",65477,"Как стать участником проекта ""Сколково""",14
"1092",62841,"Ушу Обучение Базовым Упражнениям",25
"1093",59213,"Шаблонизатор",1
"1094",69571,"Шахматы. Начальный курс.",19
"1095",67899,"Развитие математического мышления для будущих инженеров",29
"1096",65296,"Домашние задания ЕГЭ",19
